order_id,store_id,status,status_time
"11844982-4e16-4217-92ee-1c0d03827b33","21","delivered","2025-05-25T03:21:38.671Z"
"2a7af42e-b0a8-4f5b-9c53-f0eb2bd5caf7","4","accepted","2025-05-25T08:05:15.122Z"
"f4dbcb70-68a6-478e-b471-0b370eebaa4f","23","with_driver","2025-05-24T20:58:14.176Z"
"4f572dce-c8fc-4b13-84f7-6b2fa276e868","7","delivered","2025-05-24T21:34:42.586Z"
"bccfd886-42cc-49bc-b974-600a95c7b59e","22","accepted","2025-05-24T16:38:47.983Z"
"bcd9433b-5c2d-4ebf-ad61-feee7ff624bb","12","accepted","2025-05-24T20:53:30.781Z"
"a5831127-84b6-472b-ad96-5c3c3f71e0af","10","delivered","2025-05-25T12:08:21.455Z"
"b72ce410-2eb5-492d-b197-c10df882ef99","25","rejected","2025-05-25T11:31:54.977Z"
"e324f627-4385-45b3-b6a4-45c08fb2053a","14","with_driver","2025-05-25T08:29:27.514Z"
"ec657759-b79b-427d-9daa-d586584af932","1","accepted","2025-05-24T16:31:08.799Z"
"95eeb7a7-0803-42a4-b179-e435d0518264","8","accepted","2025-05-25T07:58:17.640Z"
"bdf29e4e-5304-475f-be3a-ae6fbb2226f8","12","delivered","2025-05-24T18:55:15.183Z"
"43b53890-752f-4599-a09c-5fee51d187ef","18","accepted","2025-05-24T16:49:46.781Z"
"b253d5a9-8eba-4c39-8312-ab66f12af21d","25","accepted","2025-05-25T06:47:09.501Z"
"a59914c2-5006-471c-892f-9a4ab87036ed","2","delivered","2025-05-25T07:53:10.553Z"
"57f20493-d118-44dc-af39-280e0ed90667","2","accepted","2025-05-25T11:56:57.838Z"
"5ba251d8-d3c3-45d7-9e92-af7e8a577434","25","accepted","2025-05-25T06:06:49.938Z"
"b066967e-9d4c-4066-846d-63ee7924b9fc","6","delivered","2025-05-25T02:12:42.624Z"
"5582871e-0ae2-46b1-b876-cd68b48d5977","11","accepted","2025-05-25T12:12:27.466Z"
"7f72d3fa-ba1a-4460-99c4-2ef821cbd11d","18","delivered","2025-05-25T02:56:39.799Z"
"5f481fcd-9445-4076-a78e-6f7060634dc3","14","rejected","2025-05-25T08:10:32.479Z"
"4554a48d-82f4-40c4-bbbe-d47bb20df415","4","delivered","2025-05-24T23:42:39.766Z"
"31efd418-7f2d-4bf5-b043-30fd38139b22","4","accepted","2025-05-25T05:14:36.674Z"
"270fa52a-19bf-4019-ad5f-fdd5cd4305e8","23","accepted","2025-05-24T19:21:16.051Z"
"48b6221f-06ad-4ab0-8d44-50deb39eaf59","20","rejected","2025-05-24T13:35:45.638Z"
"fb961e24-4bec-4ada-bd0b-72db5da2cbd6","7","accepted","2025-05-24T15:42:04.877Z"
"70dcd2d4-bbcf-4248-bc7f-92587793bc85","16","with_driver","2025-05-25T03:55:52.542Z"
"90f76582-181b-4886-8f0b-4961aa1e00da","19","with_driver","2025-05-24T18:13:45.083Z"
"4bcaeea8-12fd-49c8-86d9-ac0b195a84ec","26","accepted","2025-05-25T03:57:06.690Z"
"7fd2eb89-e96b-41c8-9a69-3b7c0a8d2902","19","rejected","2025-05-24T13:14:30.255Z"
"a8a90e78-8a24-416a-9a98-455fed02f64f","25","with_driver","2025-05-25T05:35:12.131Z"
"fcd82caf-1801-4548-96db-586c79733ccc","19","with_driver","2025-05-25T00:02:23.741Z"
"8cd9d04a-873f-4524-b0e3-0d87c3c720b2","3","with_driver","2025-05-25T08:46:51.702Z"
"341a16e1-0656-43a7-b074-dfae223046ae","23","accepted","2025-05-25T10:13:38.248Z"
"2bcd0f0b-f200-4677-90f7-100c43154bd3","9","delivered","2025-05-25T01:06:04.502Z"
"2ac7adc1-89b6-46da-84c6-1212e1d8a813","13","delivered","2025-05-25T04:05:06.390Z"
"de387964-47d8-4c6b-a7a3-1899f5eba3a2","26","delivered","2025-05-25T01:06:12.926Z"
"be3b4032-e4e5-4981-a65f-32d6dc21adbe","9","with_driver","2025-05-24T19:55:01.757Z"
"961f37ea-6dbe-4482-805f-3a3d0882e587","15","rejected","2025-05-24T20:20:50.678Z"
"b7a68757-9dc0-41f3-a31c-ae8ebbc81614","3","with_driver","2025-05-24T23:52:13.211Z"
"b238f043-bd66-4d50-ad47-4f2699e0590d","15","with_driver","2025-05-25T08:34:19.064Z"
"c5c5b235-61b8-417f-b082-7e8cb4f4ee09","1","accepted","2025-05-25T02:33:06.029Z"
"bdc94161-26b3-4778-926d-5cacbaf0d9e4","15","delivered","2025-05-25T10:09:09.240Z"
"04397db4-3775-4599-99bd-0e2b541cdcd6","16","with_driver","2025-05-24T23:46:49.990Z"
"c3a1c32f-432f-466b-9d2b-7aac26a7753d","5","accepted","2025-05-25T11:15:07.124Z"
"dbf20895-6799-4ba2-b525-cf0f41abcc91","22","rejected","2025-05-24T21:17:47.502Z"
"6f3158dc-174d-4aeb-a8a2-6475fffaa4d2","10","with_driver","2025-05-24T20:49:04.572Z"
"fd86fd54-c97c-46f5-a14c-5aeb94f58df6","23","delivered","2025-05-24T14:24:18.350Z"
"3874a596-d254-4c19-8daf-1d198317f33a","26","with_driver","2025-05-25T04:34:13.564Z"
"85ff5a43-60ef-43d7-b558-6d30c7e17214","24","rejected","2025-05-24T20:05:00.774Z"
"50d1fa82-6631-4178-bb12-1a9502780269","7","delivered","2025-05-24T20:32:02.960Z"
"b6a66761-ba21-4907-900d-fec4066265f8","18","accepted","2025-05-24T21:57:55.680Z"
"64fd9b90-cddb-4ce2-bbf5-173f83a9bbe6","10","accepted","2025-05-25T06:27:12.230Z"
"b37dbae9-e111-419f-8b5b-78f49e3c77f6","20","with_driver","2025-05-24T17:14:52.714Z"
"a0c71191-0fa6-4018-8b71-65d8ab5aa9f9","22","delivered","2025-05-24T17:43:44.909Z"
"f96d602b-33f6-4609-9b9e-aedabfeb0b9a","24","rejected","2025-05-25T08:21:54.925Z"
"eeca3be4-87b3-48eb-9bf5-e3cd4c0bbc57","9","delivered","2025-05-25T02:08:15.340Z"
"93095c8f-48d4-4469-9f7a-56bb57aa380b","9","rejected","2025-05-25T07:41:34.722Z"
"cafcee0a-22b1-4361-abc7-f780113ee79d","5","rejected","2025-05-25T10:57:58.119Z"
"1fc312ff-ef21-4489-8d0d-ab6bc326e632","16","delivered","2025-05-25T12:36:22.144Z"
"170f0244-ff07-4cc7-99a6-ef6825bd0e6a","13","rejected","2025-05-24T15:58:13.299Z"
"4baf74b6-5da3-47f9-ad7d-e62dbba4ebc6","17","delivered","2025-05-25T12:05:53.879Z"
"3859b4b6-ed7c-4427-a7c9-bfcce91eee10","19","delivered","2025-05-25T13:06:16.438Z"
"99c4002e-ed63-4930-acde-7cb8da4ee2ff","19","with_driver","2025-05-25T05:12:02.206Z"
"e5740771-927a-46a8-9ecf-d95b481987bc","10","accepted","2025-05-25T05:49:41.755Z"
"d7089361-d2b9-4073-8c2e-d23903882d15","12","delivered","2025-05-24T19:05:05.902Z"
"30ce9765-5a26-446c-a40f-85c92f0ee0e4","19","accepted","2025-05-24T19:09:46.885Z"
"d8ebc3c5-481e-49bf-afab-5f661333faf1","25","accepted","2025-05-25T00:59:57.088Z"
"620a2171-1fb5-48d6-9d68-1e09a9a56300","7","delivered","2025-05-25T02:06:01.205Z"
"999a4be9-54d1-498d-b109-a69677bbf9f6","16","with_driver","2025-05-24T19:55:16.362Z"
"0611a3a5-8fba-4fa3-821d-85be53217e1d","11","rejected","2025-05-25T06:28:26.720Z"
"773a50db-beee-4483-9a8d-1fa8ddec2fe6","7","with_driver","2025-05-24T15:17:32.654Z"
"1fc0304a-8d94-4ea3-867b-04a43e3e1274","16","with_driver","2025-05-24T17:50:33.558Z"
"506e7172-b2cf-41c9-af7e-48b9c425cb1b","2","with_driver","2025-05-25T05:43:15.441Z"
"f158a761-1e03-40f0-806f-67227b6aef30","14","accepted","2025-05-25T02:37:02.818Z"
"b7c6c8ab-cba1-4994-b0c1-b22b465e7ea2","4","with_driver","2025-05-25T07:50:45.123Z"
"8fbd38cf-9a71-4d5a-915b-bc36e9119005","19","accepted","2025-05-24T17:42:30.726Z"
"b6911bae-9ba7-4241-b4cc-6281a5d93c36","4","delivered","2025-05-24T13:50:02.671Z"
"a4f993ca-a447-4d22-b840-9c923c5d2731","13","delivered","2025-05-24T16:58:57.737Z"
"50b04cdd-580c-4cb0-80e9-820233127099","19","delivered","2025-05-24T20:15:54.134Z"
"ceb1b89c-e34b-479a-b0b1-8ec995edbc51","15","with_driver","2025-05-24T20:53:58.442Z"
"59ec81c1-4952-475c-a8c0-77fc96a4a4a1","14","accepted","2025-05-24T22:29:28.759Z"
"952f222c-c9d5-4886-8434-06b2ab43bb45","24","delivered","2025-05-25T07:29:55.846Z"
"da80364d-362d-4c39-a4bd-e8edfb37b51d","24","rejected","2025-05-24T15:29:13.380Z"
"8dfb5ec5-94a2-4703-a647-d95a3dc5e875","1","delivered","2025-05-25T03:23:06.949Z"
"2f5b6575-b195-4276-83ca-ad38ed590323","3","rejected","2025-05-25T11:18:08.243Z"
"8854da1b-0567-46fb-a57d-dff35e283dce","25","rejected","2025-05-24T20:19:40.815Z"
"f17412ff-a745-415b-9697-00a5f27d313d","22","accepted","2025-05-24T23:23:39.058Z"
"f32257bc-9b21-47e5-8ef9-d34ba85e737b","6","accepted","2025-05-24T18:58:12.039Z"
"41b889e8-938b-41c1-9471-fcc8dfc7c857","4","with_driver","2025-05-24T21:41:26.515Z"
"c66d4a29-e154-4cb5-a784-d1f4911c01c5","2","delivered","2025-05-25T09:15:11.820Z"
"5a831806-91d2-4367-b1d6-22dd1c6eb8f5","24","accepted","2025-05-25T02:56:31.041Z"
"b3b50716-1dcd-4de3-9414-4cce6ee17dff","17","delivered","2025-05-24T15:41:29.908Z"
"b5b9b0b6-09e5-42b5-997b-8d3240a49b83","11","delivered","2025-05-25T11:39:37.247Z"
"e63765f7-6289-4af6-90f2-a27aa25f8848","1","with_driver","2025-05-25T06:02:55.135Z"
"3583e683-b805-4f95-bf50-7ef7a1273c94","15","rejected","2025-05-25T02:10:04.274Z"
"40159200-5554-474c-a2f5-59e1933bdd92","9","accepted","2025-05-24T23:44:18.725Z"
"14ad4387-2cd1-4176-801d-4a2122ad6afc","23","delivered","2025-05-24T15:18:54.789Z"
"74f3b003-5d99-4a06-9603-07e42e52189e","5","rejected","2025-05-24T14:04:03.173Z"
"bc080cc5-4a4f-40fa-bbf2-bdd40c300fd6","23","rejected","2025-05-25T00:27:38.247Z"
"6b7946ba-43ff-45a4-83ff-5ece6770af4d","8","delivered","2025-05-24T20:36:54.347Z"
"a50032c0-82e2-4d71-be6e-7ff593a44750","25","rejected","2025-05-25T02:05:45.015Z"
"0447d428-f2cf-4984-b144-8b2ec434ca65","21","rejected","2025-05-25T08:11:34.073Z"
"8a941268-ba0e-4f67-afc4-dc81459e2192","4","with_driver","2025-05-24T17:57:37.100Z"
"c300ec36-5fe6-42f9-acff-19643e41636e","10","with_driver","2025-05-24T17:57:44.711Z"
"887723a3-effa-4993-b0d2-c48983049672","20","accepted","2025-05-25T03:13:54.739Z"
"65ca8c2f-a46d-4965-82b0-448ee1e554e2","1","delivered","2025-05-25T12:07:31.584Z"
"4d67390a-ddf3-4e08-b4e5-132932726ebb","3","rejected","2025-05-25T05:03:34.801Z"
"1fefe8fa-bc9e-4ec4-8d59-faac150c5958","9","rejected","2025-05-24T19:54:28.082Z"
"d3684db2-c48f-451c-b109-fb840425de73","25","with_driver","2025-05-25T12:03:35.924Z"
"f4480ce3-d9ee-4be0-8390-7f3b59fd1ee4","5","rejected","2025-05-25T04:01:58.230Z"
"5e60294c-53a0-4e22-8744-b2e77e6dc6c2","23","rejected","2025-05-24T15:31:57.257Z"
"3cfdeaf8-7944-4a43-9fff-b02c3ec709fd","25","rejected","2025-05-24T19:04:19.658Z"
"0fb8762f-fbbc-4ba5-a076-64a808b5b960","8","delivered","2025-05-25T04:53:47.853Z"
"dd0cd251-f0ea-417a-9671-fd51e182ccc8","9","rejected","2025-05-25T10:51:20.735Z"
"2abcba24-44cd-4cb1-8540-579c84d29d3a","16","rejected","2025-05-25T06:34:07.163Z"
"33e443ac-8f0b-4eb7-a57d-119905e4b299","2","accepted","2025-05-25T10:34:47.962Z"
"af5d5d7c-17ff-4f47-ba21-a04394b83852","23","accepted","2025-05-25T12:37:03.280Z"
"ca3c6666-81a7-4460-bd6a-ffde305bade1","13","accepted","2025-05-24T14:39:56.207Z"
"463591ab-f877-495a-b1d1-94813ec26d43","13","rejected","2025-05-25T01:27:42.749Z"
"a5117bb6-1587-412b-b056-87bfa9f7cd27","8","rejected","2025-05-25T01:57:59.353Z"
"ee216b93-435c-4baa-acb7-59a3dc3412c3","22","accepted","2025-05-24T15:04:13.789Z"
"ab76160f-c35e-4052-b6b1-cc9c2214fb99","26","with_driver","2025-05-25T00:36:11.867Z"
"df353e1a-5530-4046-9cbc-b87ceeb788d9","4","with_driver","2025-05-24T17:45:22.733Z"
"ca9d0bdd-120e-477b-94f0-a466812337b3","9","accepted","2025-05-24T13:16:56.700Z"
"ad8a7910-2132-4bd8-af2f-80da897687d4","23","rejected","2025-05-25T00:50:15.501Z"
"da47cc62-5865-42f2-beb6-39b29e1fa125","5","rejected","2025-05-24T18:56:05.397Z"
"fe859883-dca0-43c7-a5a8-7a8ffd847b79","14","with_driver","2025-05-25T01:35:02.311Z"
"154ff11e-7547-486e-87ee-117137e6c674","5","with_driver","2025-05-24T20:43:46.994Z"
"0404564e-d5f5-4513-9d33-e501ae0a9fef","16","accepted","2025-05-25T03:37:09.827Z"
"52e012f0-2df8-44b5-aaf1-5a5fa92fc891","4","rejected","2025-05-25T08:18:47.182Z"
"5505363d-5696-4fa0-bf22-6bb7addd4b24","18","rejected","2025-05-25T07:21:16.962Z"
"1ae94755-4798-4720-8530-ca08240c78cf","5","delivered","2025-05-25T01:58:09.185Z"
"0e987219-522f-4338-9bb6-0afdf1d26a70","19","rejected","2025-05-24T14:25:09.231Z"
"eb91f9a2-3ae6-4da4-8395-dfff2c3b886b","2","delivered","2025-05-24T18:15:22.078Z"
"c16ce196-b12e-4fe0-9b9c-204c2ec87076","3","accepted","2025-05-25T01:49:53.074Z"
"3203c93a-5b91-48d7-ab4c-a4d5447804e5","18","accepted","2025-05-25T12:53:22.146Z"
"0bf1d954-9eef-4299-bcd8-09baf99a5a6d","7","accepted","2025-05-25T01:53:45.119Z"
"dfcc387e-578c-4e29-a435-c6c13fd5d1a1","25","accepted","2025-05-25T05:34:13.559Z"
"60438bd3-7ad7-4c13-9d87-1606bc23a8b2","16","delivered","2025-05-24T18:50:39.662Z"
"fa010d72-104c-4563-9130-b6e1e628344e","2","delivered","2025-05-24T16:08:07.907Z"
"c112f033-3f07-4680-adcc-afbbd7758d79","25","with_driver","2025-05-24T19:25:20.015Z"
"a7e9b18a-a101-4293-b183-9ccc624e41bc","12","delivered","2025-05-25T01:58:36.368Z"
"3adb0494-a78f-4142-8f77-2c24b00625c1","9","rejected","2025-05-25T04:23:57.088Z"
"aadf716f-1f8e-45cb-af35-bf615037a7d4","21","with_driver","2025-05-25T03:59:54.355Z"
"6c97b0a2-cf52-4a0a-8674-3eed75cecaa1","16","accepted","2025-05-25T09:16:35.821Z"
"05df7bfe-02c7-4176-8e1a-2cc0e7e8e70c","5","accepted","2025-05-24T16:43:53.803Z"
"b2a3a3ce-2339-4b17-9d29-3f16e009564a","16","with_driver","2025-05-25T12:11:02.750Z"
"a43de794-05b8-4ee8-bf58-11b7aa0d7a21","3","rejected","2025-05-25T10:10:18.880Z"
"1cad61d4-1fba-4a6f-b629-28ebe27f9471","7","rejected","2025-05-25T03:46:47.538Z"
"974e4595-e365-413f-baf4-8ee564865fe8","9","rejected","2025-05-25T09:01:21.598Z"
"1c6d6f25-2f59-44be-be32-ebad36985037","25","accepted","2025-05-25T09:42:51.442Z"
"4c7524b1-79ca-438a-9f38-58c0831529e4","15","accepted","2025-05-25T01:42:08.709Z"
"68c044f1-0314-4357-9e13-ce8d56b8f0a7","7","rejected","2025-05-25T02:05:21.508Z"
"07148713-86f4-46fe-9071-4a19467fc878","26","with_driver","2025-05-24T15:49:51.983Z"
"9968d6e0-e29f-42d2-9d54-d6c04f9c680b","23","delivered","2025-05-25T09:16:43.575Z"
"47e1be4a-df2a-43ba-9f94-c0b6df7d4d50","4","rejected","2025-05-25T00:41:15.264Z"
"ddb15615-23e2-40c7-a891-46af557f1310","4","accepted","2025-05-25T02:50:34.738Z"
"a6decd37-4edc-4c05-bf9b-16fb9ad3232b","14","accepted","2025-05-24T14:38:13.360Z"
"b4814c3e-571c-49bb-918b-b91d8d9c2ce1","25","with_driver","2025-05-24T15:01:50.018Z"
"6a284587-6a86-4418-85d9-930276ae9556","11","delivered","2025-05-25T00:44:53.659Z"
"ff10d8b8-f81d-4c04-b9e0-1d8121e65cec","25","accepted","2025-05-25T10:42:19.977Z"
"12f1504c-421a-4b4b-9d21-644ed54e8ebe","5","delivered","2025-05-24T15:52:03.132Z"
"42167a7d-d548-405c-907a-71177e3ce598","7","accepted","2025-05-25T02:56:52.814Z"
"7542c847-a60e-480b-a1c8-97224b619c54","11","with_driver","2025-05-25T00:37:45.230Z"
"704d31fc-3aaf-438c-8bbf-56068bd7d588","11","delivered","2025-05-25T08:28:35.878Z"
"c61b31bc-3f50-4de4-a150-b02f07448bf0","15","with_driver","2025-05-24T18:45:10.441Z"
"b4e4a9a5-7a0b-4ab0-98d9-c0915b3266fb","6","with_driver","2025-05-24T15:44:28.604Z"
"1271c73b-799a-48ed-9945-cbebb1fcfe3d","18","with_driver","2025-05-24T16:09:30.246Z"
"3580d7d9-3df8-48d4-ac73-0c22fcd1ac8c","25","delivered","2025-05-24T18:26:29.581Z"
"0ba76df5-af09-4270-88d7-706659288649","14","delivered","2025-05-24T17:23:10.002Z"
"3fc170ce-8e59-46cf-9f78-8610fe545907","13","with_driver","2025-05-25T05:33:54.468Z"
"39224661-16b5-4c93-b28d-7230af249d77","10","rejected","2025-05-24T20:33:57.314Z"
"bdaf41c4-42cf-41c6-bb41-2b1f95d3a7dd","2","rejected","2025-05-25T04:07:44.015Z"
"235fcb45-69ee-451f-bdab-d20fa0f88934","15","rejected","2025-05-25T07:40:47.848Z"
"0aa7ce21-9cb0-4334-9edb-3e6bc9b02768","19","accepted","2025-05-24T16:16:01.430Z"
"2e080fd1-f148-4959-9757-b68bde5e6e38","12","accepted","2025-05-25T02:27:02.096Z"
"b8802b79-e889-4e22-ab4d-8275c8c65cfd","26","delivered","2025-05-24T22:16:57.076Z"
"25104860-8b3f-436f-b1f5-0df497e5e45f","11","accepted","2025-05-25T00:31:03.771Z"
"1926d6a1-e2cb-472e-a661-d7988121b5e7","14","with_driver","2025-05-25T11:50:01.141Z"
"984e1bd6-a0f0-4912-ae55-cd97c6157edf","26","accepted","2025-05-24T15:41:24.495Z"
"043170ae-892d-4751-b8ab-62b826423f89","4","with_driver","2025-05-25T00:45:37.667Z"
"d04a06af-394d-40a9-bb8a-699da5871238","24","rejected","2025-05-25T02:32:15.207Z"
"67586157-da73-4d82-8bec-9bd650be567a","26","rejected","2025-05-25T02:24:37.492Z"
"83d1da9f-d82c-4e1e-9f6d-9d1c119b5ec0","10","with_driver","2025-05-25T08:43:15.043Z"
"5acf1b81-10ed-486a-9305-e986c8fa03ae","23","rejected","2025-05-25T03:33:02.403Z"
"d874e531-8b8d-4b38-ab69-11a03fdf0876","12","delivered","2025-05-24T18:18:53.267Z"
"a501dd5c-e276-42cd-a782-d0ffde463c71","14","delivered","2025-05-25T02:04:14.877Z"
"e419da2c-e856-4ecc-a906-d394fc0f63c9","11","delivered","2025-05-25T05:34:41.538Z"
"e6faa616-e18d-47f5-8e41-cbb1d7db033e","12","accepted","2025-05-24T20:44:31.416Z"
