category_id,internal_id,category_name_ar,category_name_en,category_image
"069069069069069069069069068e","1","جمال","صحة","/images/test/public/logo.jpg"
"09d89d89d89d89d89d89d89d89d6","2","بقالة","ألعاب","/images/test/public/logo.jpg"
"09d89d89d89d89d89d89d89d89d9","3","ملابس","حواسيب","/images/test/public/logo.jpg"
"0d20d20d20d20d20d20d20d20d21","4","جمال","حواسيب","/images/test/public/logo.jpg"
"1069069069069069069069069069","5","ألعاب","ملابس","/images/test/public/logo.jpg"
"16f96f96f96f96f96f96f96f96f6","6","رضع","جمال","/images/test/public/logo.jpg"
"1a41a41a41a41a41a41a41a41a3e","7","في الهواء الطلق","مجوهرات","/images/test/public/logo.jpg"
"1d89d89d89d89d89d89d89d89d86","8","أطفال","صحة","/images/test/public/logo.jpg"
"20d20d20d20d20d20d20d20d20ce","9","أحذية","جمال","/images/test/public/logo.jpg"
"20d20d20d20d20d20d20d20d20d1","10","أدوات","حديقة","/images/test/public/logo.jpg"
"276276276276276276276276275e","11","أدوات","ألعاب","/images/test/public/logo.jpg"
"2762762762762762762762762761","12","أطفال","في الهواء الطلق","/images/test/public/logo.jpg"
"2df2df2df2df2df2df2df2df2dee","13","كتب","أحذية","/images/test/public/logo.jpg"
"313b13b13b13b13b13b13b13b136","14","كتب","مجوهرات","/images/test/public/logo.jpg"
"348348348348348348348348347e","15","بقالة","ألعاب","/images/test/public/logo.jpg"
"37cb7cb7cb7cb7cb7cb7cb7cb7c6","16","بقالة","السيارات","/images/test/public/logo.jpg"
"37cb7cb7cb7cb7cb7cb7cb7cb7c9","17","جمال","أغراض رياضية","/images/test/public/logo.jpg"
"3b13b13b13b13b13b13b13b13b11","18","حديقة","حواسيب","/images/test/public/logo.jpg"
"3e5be5be5be5be5be5be5be5be59","19","بقالة","بقالة","/images/test/public/logo.jpg"
"41a41a41a41a41a41a41a41a41a1","20","أغراض رياضية","جمال","/images/test/public/logo.jpg"
"483483483483483483483483482e","21","أدوات","إلكترونيات","/images/test/public/logo.jpg"
"4834834834834834834834834831","22","صناعة","كتب","/images/test/public/logo.jpg"
"4b7cb7cb7cb7cb7cb7cb7cb7cb79","23","ألعاب","أطفال","/images/test/public/logo.jpg"
"4ec4ec4ec4ec4ec4ec4ec4ec4ec1","24","ألعاب","حديقة","/images/test/public/logo.jpg"
"555555555555555555555555554e","25","بقالة","أحذية","/images/test/public/logo.jpg"
"589d89d89d89d89d89d89d89d896","26","ملابس","أغراض رياضية","/images/test/public/logo.jpg"
"589d89d89d89d89d89d89d89d899","27","ألعاب","كتب","/images/test/public/logo.jpg"
"5f2df2df2df2df2df2df2df2df26","28","أطفال","أدوات","/images/test/public/logo.jpg"
"627627627627627627627627626e","29","كتب","رضع","/images/test/public/logo.jpg"
"6276276276276276276276276271","30","ألعاب","في الهواء الطلق","/images/test/public/logo.jpg"
"65be5be5be5be5be5be5be5be5b9","31","حديقة","جمال","/images/test/public/logo.jpg"
"6906906906906906906906906901","32","أحذية","إلكترونيات","/images/test/public/logo.jpg"
"6c4ec4ec4ec4ec4ec4ec4ec4ec49","33","صحة","ملابس","/images/test/public/logo.jpg"
"72df2df2df2df2df2df2df2df2d6","34","السيارات","جمال","/images/test/public/logo.jpg"
"762762762762762762762762761e","35","أحذية","ملابس","/images/test/public/logo.jpg"
"7627627627627627627627627621","36","صحة","حواسيب","/images/test/public/logo.jpg"
"796f96f96f96f96f96f96f96f969","37","كتب","ملابس","/images/test/public/logo.jpg"
"7cb7cb7cb7cb7cb7cb7cb7cb7cb1","38","السيارات","رضع","/images/test/public/logo.jpg"
"01aedfda4c69b2e9f38b877d63ff","39","بقالة","حواسيب","/images/test/public/logo.jpg"
"01aedfda4c69b2e9f38b877d6402","40","حواسيب","صحة","/images/test/public/logo.jpg"
"01c46b0b9d089575a61f4e43a8ff","41","مجوهرات","السيارات","/images/test/public/logo.jpg"
"01c46b0b9d089575a61f4e43a902","42","رضع","مجوهرات","/images/test/public/logo.jpg"
"01cf30a4455806bb7f6931a6cb82","43","كتب","ملابس","/images/test/public/logo.jpg"
"01d9f63ceda7780158b31509ee02","44","كتب","حديقة","/images/test/public/logo.jpg"
"01ef816e3e465a8d0b46dbd032ff","45","كتب","ملابس","/images/test/public/logo.jpg"
"01fa4706e695cbd2e490bf33557f","46","حواسيب","صحة","/images/test/public/logo.jpg"
"01fa4706e695cbd2e490bf335582","47","ألعاب","في الهواء الطلق","/images/test/public/logo.jpg"
"02050c9f8ee53d18bddaa2967802","48","صناعة","حواسيب","/images/test/public/logo.jpg"
"021a97d0df841fa4706e695cbcff","49","صحة","السيارات","/images/test/public/logo.jpg"
"02255d6987d390ea49b84cbfdf7f","50","أدوات","أطفال","/images/test/public/logo.jpg"
"02302302302302302302302301ff","51","أغراض رياضية","جمال","/images/test/public/logo.jpg"
"023ae89ad8727375fc4c1386247f","52","ألعاب","ملابس","/images/test/public/logo.jpg"
"023ae89ad8727375fc4c13862482","53","ألعاب","بقالة","/images/test/public/logo.jpg"
"025073cc29115601aedfda4c697f","54","إلكترونيات","ملابس","/images/test/public/logo.jpg"
"025b3964d160c7478829bdaf8bff","55","بيت","في الهواء الطلق","/images/test/public/logo.jpg"
"025b3964d160c7478829bdaf8c02","56","إلكترونيات","في الهواء الطلق","/images/test/public/logo.jpg"
"0270c49621ffa9d33abd8475d0ff","57","أحذية","حديقة","/images/test/public/logo.jpg"
"027b8a2eca4f1b19140767d8f37f","58","أحذية","أطفال","/images/test/public/logo.jpg"
"027b8a2eca4f1b19140767d8f382","59","حديقة","صحة","/images/test/public/logo.jpg"
"029115601aedfda4c69b2e9f387f","60","بقالة","صحة","/images/test/public/logo.jpg"
"029bdaf8c33d6eea9fe512025aff","61","كتب","أغراض رياضية","/images/test/public/logo.jpg"
"02a6a0916b8ce030792ef5657d7f","62","ملابس","رضع","/images/test/public/logo.jpg"
"02b1662a13dc51765278d8c89fff","63","إلكترونيات","أدوات","/images/test/public/logo.jpg"
"02b1662a13dc51765278d8c8a002","64","ألعاب","بقالة","/images/test/public/logo.jpg"
"02bc2bc2bc2bc2bc2bc2bc2bc282","65","رضع","السيارات","/images/test/public/logo.jpg"
"02d1b6f40ccaa547de5682f2077f","66","أطفال","ملابس","/images/test/public/logo.jpg"
"02dc7c8cb51a168db7a0665529ff","67","أطفال","رضع","/images/test/public/logo.jpg"
"02e742255d6987d390ea49b84c7f","68","كتب","أدوات","/images/test/public/logo.jpg"
"02e742255d6987d390ea49b84c82","69","رضع","جمال","/images/test/public/logo.jpg"
"02f207be05b8f9196a342d1b6f02","70","أدوات","إلكترونيات","/images/test/public/logo.jpg"
"02fccd56ae086a5f437e107e9182","71","أغراض رياضية","حديقة","/images/test/public/logo.jpg"
"030792ef5657dba51cc7f3e1b402","72","صحة","مجوهرات","/images/test/public/logo.jpg"
"03125887fea74ceaf611d744d682","73","السيارات","أدوات","/images/test/public/logo.jpg"
"031d1e20a6f6be30cf5bbaa7f902","74","أدوات","أحذية","/images/test/public/logo.jpg"
"0332a951f795a0bc81ef816e3dff","75","رضع","حواسيب","/images/test/public/logo.jpg"
"0332a951f795a0bc81ef816e3e02","76","مجوهرات","أغراض رياضية","/images/test/public/logo.jpg"
"033d6eea9fe512025b3964d16082","77","كتب","أغراض رياضية","/images/test/public/logo.jpg"
"0348348348348348348348348349","78","حواسيب","أحذية","/images/test/public/logo.jpg"
"0352fa1bf083f48e0dcd2b97a5c9","79","حواسيب","صحة","/images/test/public/logo.jpg"
"035dbfb498d365d3e7170efac849","80","مجوهرات","أطفال","/images/test/public/logo.jpg"
"0368854d4122d719c060f25deac9","81","إلكترونيات","السيارات","/images/test/public/logo.jpg"
"037e107e91c1b9a572f4b9242fc6","82","إلكترونيات","جمال","/images/test/public/logo.jpg"
"0388d6173a112aeb4c3e9c875246","83","أطفال","أحذية","/images/test/public/logo.jpg"
"03939bafe2609c3125887fea74c6","84","مجوهرات","إلكترونيات","/images/test/public/logo.jpg"
"039e61488ab00d76fed2634d9746","85","ألعاب","إلكترونيات","/images/test/public/logo.jpg"
"03a926e132ff7ebcd81c46b0b9c6","86","صناعة","صناعة","/images/test/public/logo.jpg"
"03b3ec79db4ef002b1662a13dc46","87","أطفال","أطفال","/images/test/public/logo.jpg"
"03beb212839e61488ab00d76fec6","88","صحة","كتب","/images/test/public/logo.jpg"
"03beb212839e61488ab00d76fec9","89","أحذية","صحة","/images/test/public/logo.jpg"
"03d43d43d43d43d43d43d43d43c6","90","بقالة","ملابس","/images/test/public/logo.jpg"
"03df02dc7c8cb51a168db7a06646","91","أطفال","بيت","/images/test/public/logo.jpg"
"03e9c87524dc265fefd79b0388c6","92","حديقة","أطفال","/images/test/public/logo.jpg"
"03f48e0dcd2b97a5c9217e66ab46","93","حواسيب","أغراض رياضية","/images/test/public/logo.jpg"
"03ff53a6757b08eba26b61c9cdc6","94","حديقة","أدوات","/images/test/public/logo.jpg"
"040a193f1dca7a317bb5452cf046","95","بقالة","ألعاب","/images/test/public/logo.jpg"
"040a193f1dca7a317bb5452cf049","96","رضع","جمال","/images/test/public/logo.jpg"
"041fa4706e695cbd2e490bf33546","97","جمال","حواسيب","/images/test/public/logo.jpg"
"041fa4706e695cbd2e490bf33549","98","مجوهرات","ألعاب","/images/test/public/logo.jpg"
"04352fa1bf083f48e0dcd2b97a46","99","في الهواء الطلق","في الهواء الطلق","/images/test/public/logo.jpg"
"043ff53a6757b08eba26b61c9cc6","100","بيت","السيارات","/images/test/public/logo.jpg"
"043ff53a6757b08eba26b61c9cc9","101","أغراض رياضية","صناعة","/images/test/public/logo.jpg"
"044abad30fa721d49370997fbf49","102","أدوات","أغراض رياضية","/images/test/public/logo.jpg"
